ticket_id,fecha_hora,cliente,plan,canal,categoria,prioridad,sla_objetivo_min,tiempo_primera_respuesta_min,cumple_sla,accion,resuelto_por,estado,csat
T-1185,2026-08-20T14:46:00,Kinetic Software,Growth,Chat,Facturacion,Critica,30,8,True,Alerta a on-call,Humano,En progreso,
T-1186,2026-08-20T16:31:00,Lumen Networks,Enterprise,Email,Pregunta de uso,Baja,480,328,True,Respuesta automatica (IA),IA,Resuelto,4
T-1184,2026-08-20T16:46:00,Vertex Media,Starter,Chat,Pregunta de uso,Baja,2880,2439,True,Revision manual,Humano,Resuelto,4
T-1187,2026-08-20T18:41:00,Cobalt Retail,Starter,Email,Error o bug,Media,1440,842,True,Revision manual,Humano,En progreso,
T-1193,2026-08-20T18:44:00,Nimbus Ventures,Starter,Email,Solicitud de feature,Baja,2880,1569,True,Respuesta automatica (IA),IA,Resuelto,3
T-1182,2026-08-20T20:00:00,Vantra Payments,Enterprise,Email,Pregunta de uso,Baja,480,148,True,Respuesta automatica (IA),IA,En progreso,
T-1191,2026-08-20T22:14:00,Riverbed Dynamics,Growth,Chat,Pregunta de uso,Baja,1440,1206,True,Respuesta automatica (IA),IA,Reabierto,
T-1197,2026-08-21T08:37:00,Lumen Networks,Enterprise,Chat,Error o bug,Media,240,53,True,Escalado a ingenieria,Mixto,Resuelto,5
T-1194,2026-08-21T09:09:00,Onyx Cloud,Growth,Email,Error o bug,Baja,1440,1068,True,Respuesta automatica (IA),IA,Resuelto,5
T-1201,2026-08-21T09:19:00,Lumen Labs,Growth,Email,Error o bug,Alta,120,26,True,Respuesta automatica (IA),IA,Resuelto,4
T-1198,2026-08-21T11:23:00,Tandem Systems,Growth,Email,Pregunta de uso,Baja,1440,1667,False,Respuesta automatica (IA),IA,Resuelto,4
T-1206,2026-08-21T11:28:00,Onyx Energy,Growth,Chat,Error o bug,Alta,120,66,True,Respuesta automatica (IA),IA,Resuelto,3
T-1202,2026-08-21T11:53:00,Anchor Cloud,Starter,Email,Pregunta de uso,Media,1440,1177,True,Respuesta automatica (IA),IA,Resuelto,3
T-1204,2026-08-21T11:59:00,Onyx Energy,Growth,Formulario,Pregunta de uso,Media,480,308,True,Respuesta automatica (IA),IA,Resuelto,4
T-1203,2026-08-21T12:11:00,Bramble Group,Starter,Chat,Pregunta de uso,Baja,2880,2748,True,Respuesta automatica (IA),IA,Resuelto,4
T-1199,2026-08-21T13:06:00,Bramble Group,Starter,Chat,Error o bug,Alta,240,399,False,Respuesta automatica (IA),IA,Resuelto,3
T-1195,2026-08-21T13:24:00,Onyx Energy,Growth,Chat,Pregunta de uso,Baja,1440,383,True,Revision manual,Mixto,Resuelto,2
T-1209,2026-08-21T14:32:00,Kinetic Software,Growth,Formulario,Pregunta de uso,Media,480,469,True,Respuesta automatica (IA),IA,Resuelto,3
T-1196,2026-08-21T14:39:00,Umbra Ventures,Starter,Email,Error o bug,Alta,240,115,True,Revision manual,Humano,Resuelto,1
T-1208,2026-08-21T15:25:00,Cobalt Retail,Starter,Pagina de estado,Pregunta de uso,Alta,240,102,True,Revision manual,Humano,Resuelto,5
T-1200,2026-08-21T15:35:00,Delta Networks,Growth,Formulario,Incidente critico,Critica,30,29,True,Alerta a on-call,Humano,Resuelto,5
T-1205,2026-08-21T17:04:00,Anchor Labs,Starter,Formulario,Solicitud de feature,Media,1440,1167,True,Respuesta automatica (IA),IA,Resuelto,4
T-1207,2026-08-21T18:34:00,Cobalt Ventures,Growth,Chat,Pregunta de uso,Baja,1440,1309,True,Respuesta automatica (IA),IA,Resuelto,4
T-1211,2026-08-22T10:06:00,Lumen Labs,Growth,Email,Incidente critico,Alta,120,34,True,Revision manual,Humano,Resuelto,5
T-1210,2026-08-22T10:50:00,Lattice Ventures,Starter,Email,Solicitud de feature,Baja,2880,5329,False,Escalado a ingenieria,Humano,Resuelto,3
T-1212,2026-08-23T08:40:00,Cobalt Energy,Starter,Chat,Solicitud de feature,Media,1440,689,True,Revision manual,Mixto,Resuelto,5
T-1215,2026-08-23T10:15:00,Lumen Labs,Growth,Chat,Solicitud de feature,Baja,1440,435,True,Escalado a ingenieria,Humano,Resuelto,5
T-1217,2026-08-23T12:12:00,Vertex Ventures,Starter,Pagina de estado,Pregunta de uso,Baja,2880,2736,True,Respuesta automatica (IA),IA,Resuelto,4
T-1214,2026-08-23T14:37:00,Lumen Networks,Enterprise,Chat,Pregunta de uso,Baja,480,212,True,Respuesta automatica (IA),IA,Resuelto,4
T-1213,2026-08-23T16:04:00,Lattice Cloud,Starter,Formulario,Facturacion,Media,1440,1172,True,Revision manual,Humano,Resuelto,5
T-1216,2026-08-23T18:59:00,Delta Networks,Growth,Chat,Pregunta de uso,Baja,1440,879,True,Respuesta automatica (IA),IA,Resuelto,5
T-1223,2026-08-24T06:17:00,Nimbus Ventures,Starter,Chat,Error o bug,Media,1440,368,True,Revision manual,Humano,Resuelto,3
T-1222,2026-08-24T08:45:00,Umbra Ventures,Starter,Chat,Pregunta de uso,Baja,2880,1801,True,Revision manual,Humano,Escalado,
T-1220,2026-08-24T10:02:00,Cobalt Energy,Starter,Formulario,Error o bug,Media,1440,633,True,Revision manual,Humano,Reabierto,
T-1230,2026-08-24T10:07:00,Kinetic Software,Growth,Email,Pregunta de uso,Baja,1440,721,True,Respuesta automatica (IA),IA,Resuelto,5
T-1228,2026-08-24T10:55:00,Anchor Cloud,Starter,Formulario,Solicitud de feature,Baja,2880,1087,True,Escalado a ingenieria,Humano,Resuelto,3
T-1224,2026-08-24T11:28:00,Novo Analytics,Growth,Email,Pregunta de uso,Baja,1440,3315,False,Revision manual,Humano,En progreso,
T-1231,2026-08-24T11:52:00,Nimbus Ventures,Starter,Email,Error o bug,Alta,240,63,True,Revision manual,Humano,Resuelto,5
T-1227,2026-08-24T14:53:00,Tandem Dynamics,Enterprise,Email,Solicitud de feature,Baja,480,121,True,Revision manual,Humano,Resuelto,2
T-1218,2026-08-24T16:18:00,Vertex Ventures,Starter,Email,Pregunta de uso,Alta,240,354,False,Respuesta automatica (IA),IA,En progreso,
T-1229,2026-08-24T16:27:00,Cobalt Retail,Starter,Chat,Incidente critico,Alta,240,176,True,Respuesta automatica (IA),IA,Resuelto,5
T-1219,2026-08-24T16:52:00,Lumen Networks,Enterprise,Email,Pregunta de uso,Media,240,144,True,Revision manual,Mixto,Resuelto,5
T-1226,2026-08-24T17:31:00,Quartz Labs,Starter,Pagina de estado,Facturacion,Media,1440,1206,True,Revision manual,Humano,Resuelto,4
T-1221,2026-08-24T17:39:00,Onyx Energy,Growth,Chat,Error o bug,Media,480,138,True,Respuesta automatica (IA),IA,Resuelto,5
T-1225,2026-08-24T17:54:00,Silverline Payments,Starter,Chat,Pregunta de uso,Baja,2880,2179,True,Respuesta automatica (IA),IA,Resuelto,5
T-1239,2026-08-25T07:27:00,Cobalt Energy,Starter,Email,Facturacion,Baja,2880,5869,False,Revision manual,Humano,Resuelto,4
T-1233,2026-08-25T09:41:00,Delta Networks,Growth,Formulario,Pregunta de uso,Baja,1440,2811,False,Respuesta automatica (IA),IA,Resuelto,2
T-1241,2026-08-25T10:27:00,Kepler Tech,Enterprise,Formulario,Facturacion,Alta,60,12,True,Respuesta automatica (IA),IA,Resuelto,5
T-1237,2026-08-25T11:44:00,Novo Analytics,Growth,Chat,Pregunta de uso,Baja,1440,982,True,Respuesta automatica (IA),IA,Resuelto,5
T-1238,2026-08-25T13:25:00,Riverbed Dynamics,Growth,Formulario,Pregunta de uso,Media,480,376,True,Respuesta automatica (IA),IA,Resuelto,5
T-1234,2026-08-25T13:32:00,Solace Dynamics,Starter,Email,Solicitud de feature,Baja,2880,4948,False,Escalado a ingenieria,Mixto,En progreso,
T-1235,2026-08-25T14:33:00,Onyx Energy,Growth,Chat,Pregunta de uso,Media,480,77,True,Respuesta automatica (IA),IA,Resuelto,5
T-1232,2026-08-25T18:39:00,Vertex Ventures,Starter,Chat,Pregunta de uso,Media,1440,1244,True,Respuesta automatica (IA),IA,Resuelto,4
T-1240,2026-08-25T20:33:00,Lattice Cloud,Starter,Email,Facturacion,Baja,2880,2398,True,Revision manual,Humano,En progreso,
T-1236,2026-08-25T20:49:00,Cobalt Ventures,Growth,Formulario,Pregunta de uso,Baja,1440,2882,False,Respuesta automatica (IA),IA,Resuelto,1
T-1244,2026-08-26T06:23:00,Onyx Energy,Growth,Email,Pregunta de uso,Baja,1440,3062,False,Respuesta automatica (IA),IA,Resuelto,3
T-1248,2026-08-26T08:17:00,Onyx Energy,Growth,Pagina de estado,Pregunta de uso,Baja,1440,3580,False,Revision manual,Humano,Resuelto,3
T-1242,2026-08-26T08:49:00,Silverline Payments,Starter,Email,Incidente critico,Alta,240,476,False,Revision manual,Humano,Resuelto,5
T-1243,2026-08-26T08:59:00,Lattice Cloud,Starter,Chat,Error o bug,Media,1440,258,True,Revision manual,Mixto,Resuelto,5
T-1250,2026-08-26T09:04:00,Novo Analytics,Growth,Email,Facturacion,Baja,1440,379,True,Respuesta automatica (IA),IA,Resuelto,5
T-1245,2026-08-26T10:54:00,Onyx Cloud,Growth,Chat,Solicitud de feature,Media,480,106,True,Escalado a ingenieria,Humano,Resuelto,4
T-1249,2026-08-26T11:37:00,Riverbed Dynamics,Growth,Chat,Pregunta de uso,Baja,1440,736,True,Revision manual,Humano,Resuelto,5
T-1254,2026-08-26T14:41:00,Kinetic Software,Growth,Chat,Error o bug,Media,480,960,False,Revision manual,Humano,Reabierto,
T-1256,2026-08-26T15:11:00,Cobalt Energy,Starter,Email,Solicitud de feature,Baja,2880,2603,True,Respuesta automatica (IA),IA,Resuelto,5
T-1246,2026-08-26T16:12:00,Onyx Energy,Growth,Chat,Pregunta de uso,Baja,1440,869,True,Revision manual,Humano,Escalado,
T-1253,2026-08-26T16:15:00,Orbita Networks,Enterprise,Chat,Incidente critico,Critica,15,4,True,Escalado a ingenieria,Humano,Resuelto,4
T-1252,2026-08-26T17:20:00,Lumen Labs,Growth,Email,Solicitud de feature,Baja,1440,1066,True,Revision manual,Humano,Resuelto,5
T-1247,2026-08-26T17:21:00,Solace Dynamics,Starter,Formulario,Error o bug,Alta,240,505,False,Revision manual,Mixto,Resuelto,3
T-1255,2026-08-26T18:53:00,Anchor Cloud,Starter,Email,Solicitud de feature,Baja,2880,725,True,Revision manual,Humano,Escalado,
T-1251,2026-08-26T20:13:00,Vertex Ventures,Starter,Chat,Pregunta de uso,Baja,2880,1540,True,Revision manual,Humano,En progreso,
T-1257,2026-08-27T07:24:00,Delta Group,Starter,Chat,Pregunta de uso,Baja,2880,4145,False,Revision manual,Humano,Resuelto,2
T-1266,2026-08-27T08:00:00,Orbita Networks,Enterprise,Email,Pregunta de uso,Baja,480,450,True,Respuesta automatica (IA),IA,Reabierto,
T-1265,2026-08-27T08:35:00,Cobalt Energy,Starter,Chat,Facturacion,Baja,2880,2652,True,Respuesta automatica (IA),IA,Resuelto,4
T-1263,2026-08-27T10:11:00,Lattice Cloud,Starter,Formulario,Pregunta de uso,Baja,2880,2450,True,Respuesta automatica (IA),IA,Resuelto,4
T-1262,2026-08-27T13:11:00,Anchor Cloud,Starter,Pagina de estado,Solicitud de feature,Baja,2880,648,True,Respuesta automatica (IA),IA,Resuelto,4
T-1258,2026-08-27T13:31:00,Solace Dynamics,Starter,Chat,Solicitud de feature,Baja,2880,1784,True,Respuesta automatica (IA),IA,Resuelto,5
T-1267,2026-08-27T14:40:00,Onyx Cloud,Growth,Formulario,Error o bug,Alta,120,111,True,Respuesta automatica (IA),IA,En progreso,
T-1261,2026-08-27T15:58:00,Orbita Networks,Enterprise,Formulario,Error o bug,Media,240,176,True,Respuesta automatica (IA),IA,Resuelto,5
T-1260,2026-08-27T16:14:00,Kepler Tech,Enterprise,Chat,Pregunta de uso,Baja,480,463,True,Respuesta automatica (IA),IA,Escalado,
T-1259,2026-08-27T16:30:00,Kinetic Software,Growth,Email,Incidente critico,Alta,120,94,True,Revision manual,Mixto,Resuelto,4
T-1264,2026-08-27T20:23:00,Tandem Systems,Growth,Formulario,Facturacion,Baja,1440,1007,True,Revision manual,Humano,Resuelto,2
T-1269,2026-08-28T05:28:00,Quartz Labs,Starter,Chat,Pregunta de uso,Baja,2880,2749,True,Revision manual,Humano,Resuelto,4
T-1271,2026-08-28T06:57:00,Quartz Labs,Starter,Email,Pregunta de uso,Baja,2880,1240,True,Revision manual,Mixto,Resuelto,5
T-1268,2026-08-28T07:45:00,Meridia Software,Starter,Formulario,Solicitud de feature,Media,1440,1088,True,Respuesta automatica (IA),IA,Resuelto,5
T-1278,2026-08-28T08:13:00,Lattice Ventures,Starter,Formulario,Solicitud de feature,Baja,2880,734,True,Respuesta automatica (IA),IA,Reabierto,
T-1273,2026-08-28T08:23:00,Nimbus Ventures,Starter,Formulario,Incidente critico,Alta,240,306,False,Revision manual,Humano,Resuelto,5
T-1276,2026-08-28T09:03:00,Meridia Software,Starter,Formulario,Facturacion,Media,1440,1194,True,Revision manual,Humano,Escalado,
T-1275,2026-08-28T09:29:00,Silverline Payments,Starter,Chat,Solicitud de feature,Baja,2880,2433,True,Escalado a ingenieria,Humano,Resuelto,5
T-1272,2026-08-28T10:12:00,Cobalt Retail,Starter,Email,Pregunta de uso,Baja,2880,1757,True,Revision manual,Humano,Resuelto,5
T-1277,2026-08-28T11:54:00,Ferro Logistics,Starter,Email,Pregunta de uso,Media,1440,816,True,Revision manual,Mixto,Resuelto,4
T-1270,2026-08-28T16:14:00,Nimbus Ventures,Starter,Chat,Solicitud de feature,Baja,2880,3620,False,Revision manual,Humano,Resuelto,1
T-1274,2026-08-28T17:19:00,Vantra Payments,Enterprise,Email,Error o bug,Alta,60,32,True,Revision manual,Humano,Resuelto,5
T-1279,2026-08-29T09:58:00,Anchor Cloud,Starter,Formulario,Solicitud de feature,Baja,2880,2362,True,Respuesta automatica (IA),IA,Resuelto,4
T-1283,2026-08-29T10:17:00,Kepler Tech,Enterprise,Formulario,Solicitud de feature,Alta,60,52,True,Escalado a ingenieria,Mixto,Resuelto,5
T-1281,2026-08-29T10:34:00,Nimbus Ventures,Starter,Email,Solicitud de feature,Baja,2880,2531,True,Respuesta automatica (IA),IA,Resuelto,4
T-1282,2026-08-29T14:44:00,Ferro Logistics,Starter,Email,Incidente critico,Critica,60,29,True,Escalado a ingenieria,Humano,Resuelto,4
T-1280,2026-08-29T15:37:00,Kepler Tech,Enterprise,Email,Pregunta de uso,Baja,480,239,True,Respuesta automatica (IA),IA,Resuelto,4
T-1284,2026-08-30T08:13:00,Pinnacle Health,Enterprise,Chat,Error o bug,Alta,60,29,True,Escalado a ingenieria,Humano,Resuelto,5
T-1288,2026-08-30T13:13:00,Riverbed Dynamics,Growth,Email,Error o bug,Alta,120,82,True,Escalado a ingenieria,Humano,Resuelto,5
T-1286,2026-08-30T15:17:00,Umbra Ventures,Starter,Formulario,Error o bug,Media,1440,771,True,Respuesta automatica (IA),IA,Escalado,
T-1285,2026-08-30T16:33:00,Cobalt Retail,Starter,Chat,Incidente critico,Alta,240,42,True,Respuesta automatica (IA),IA,En progreso,
T-1287,2026-08-30T20:30:00,Solace Dynamics,Starter,Chat,Error o bug,Media,1440,634,True,Respuesta automatica (IA),IA,Escalado,
T-1289,2026-08-31T01:16:00,Ferro Logistics,Starter,Chat,Solicitud de feature,Baja,2880,2686,True,Revision manual,Mixto,Resuelto,3
T-1292,2026-08-31T08:33:00,Vertex Media,Starter,Chat,Pregunta de uso,Baja,2880,2583,True,Revision manual,Mixto,Resuelto,4
T-1293,2026-08-31T09:26:00,Bramble Group,Starter,Pagina de estado,Facturacion,Baja,2880,2193,True,Revision manual,Mixto,En progreso,
T-1290,2026-08-31T13:39:00,Meridia Software,Starter,Email,Pregunta de uso,Media,1440,338,True,Respuesta automatica (IA),IA,Resuelto,3
T-1296,2026-08-31T14:29:00,Lumen Labs,Growth,Chat,Pregunta de uso,Baja,1440,778,True,Revision manual,Humano,Escalado,
T-1291,2026-08-31T15:30:00,Silverline Payments,Starter,Email,Pregunta de uso,Baja,2880,7439,False,Respuesta automatica (IA),IA,Escalado,
T-1295,2026-08-31T16:48:00,Delta Group,Starter,Email,Error o bug,Alta,240,225,True,Revision manual,Humano,Resuelto,5
T-1294,2026-08-31T16:58:00,Tandem Dynamics,Enterprise,Chat,Facturacion,Media,240,107,True,Revision manual,Humano,Resuelto,4
